part_id,part_name,manufacturer,price,compatible_car_model
15745,Battery,Prince Motors,384.67,Honda BR-V
470136,Headlight,Proton,430.26,Kia Sportage
886901,Headlight,Toyota,895.56,Suzuki Alto
600014,Thermostat,Changan,572.28,Honda City
89463,AC Compressor,United Motors,363.21,Hyundai Tucson
12704,Clutch Kit,Suzuki,853.02,Changan Alsvin
586046,Spark Plug,Hyundai,751.71,Changan Alsvin
915439,Starter Motor,Nissan,496.2,MG HS
799238,Radiator,Changan,75.12,Hyundai Elantra
35032,Ignition Coil,Changan,936.12,Kia Picanto
265592,Wheel Rim,Honda,325.68,Honda City
94133,Steering Wheel,Proton,423.11,Suzuki Swift
196933,Starter Motor,United Motors,302.91,Toyota Hilux
223649,Radiator Fan,Hino Pak,98.86,Nissan Sunny
996567,Exhaust Pipe,Prince Motors,411.62,Suzuki Swift
474001,Tail Light,Honda,11.0,Toyota Corolla
710586,Tail Light,Proton,219.72,Honda Civic
488137,Air Filter,MG Motors,297.23,Nissan Sunny
957634,Starter Motor,United Motors,561.52,Suzuki Swift
294476,Tire,Hino Pak,114.3,Kia Sportage
622049,Oil Filter,United Motors,525.64,Hyundai Tucson
396961,Clutch Kit,Honda,327.31,Suzuki Swift
885997,Exhaust Pipe,Kia,941.07,Toyota Yaris
841669,Air Filter,Honda,753.39,Toyota Vitz
996928,Fuel Tank,Suzuki,255.32,Honda Civic
249873,Water Pump,Suzuki,673.93,Hyundai Sonata
258222,Oil Filter,Hyundai,933.73,Toyota Yaris
160638,Radiator Fan,Prince Motors,493.82,Honda City
119540,Steering Wheel,Hino Pak,445.28,Hyundai Tucson
997593,AC Compressor,Proton,878.87,Toyota Vitz
462253,Tail Light,Honda,701.81,Kia Sorento
867311,Battery,Toyota,975.81,Hyundai Sonata
500118,Spark Plug,Toyota,62.06,Changan Alsvin
204867,Wheel Rim,Proton,449.22,Honda Civic
916789,Brake Pad,MG Motors,749.34,Toyota Land Cruiser
588467,Headlight,Prince Motors,611.1,Toyota Fortuner
171425,AC Compressor,Nissan,318.43,Truck
437083,Fuel Pump,Hyundai,32.93,Hyundai Tucson
36292,Tire,Honda,722.29,Toyota Yaris
901426,Oil Filter,Kia,241.37,Kia Sorento
946082,Alternator,Ghandhara Nissan,88.84,Toyota Land Cruiser
599930,Air Filter,Honda,569.34,Honda City
609932,Alternator,Kia,207.27,Kia Picanto
888972,Water Pump,Kia,164.75,Suzuki Alto
55341,Wheel Rim,Ghandhara Nissan,87.58,Suzuki Wagon R
493085,AC Compressor,Hyundai,706.17,Changan Alsvin
469636,Radiator Fan,Proton,649.31,Hyundai Tucson
140027,Exhaust Pipe,United Motors,646.96,Toyota Prius
131206,Battery,Prince Motors,503.87,Toyota Prius
610624,Water Pump,Proton,263.36,MG HS
690910,Fuel Tank,Kia,626.24,Hyundai Tucson
829938,AC Compressor,Prince Motors,181.48,Suzuki Swift
733106,Starter Motor,Kia,657.7,Toyota Vitz
171080,Shocck Absorber,Toyota,481.15,Honda Civic
964704,Headlight,Toyota,312.06,Suzuki Swift
848962,AC Compressor,MG Motors,823.46,Honda BR-V
157191,Fuel Pump,Kia,348.32,MG HS
786646,Headlight,MG Motors,320.76,Suzuki Alto
197335,Wheel Rim,Changan,835.2,Kia Picanto
316895,Fuel Pump,Honda,25.58,Truck
409480,AC Compressor,Proton,365.6,Changan Alsvin
270744,Shocck Absorber,Prince Motors,163.41,Toyota Vitz
745919,Wheel Rim,Toyota,773.62,Truck
60679,Starter Motor,Kia,372.18,Toyota Prius
298093,Spark Plug,United Motors,782.93,Suzuki Wagon R
727432,Battery,Prince Motors,114.63,Kia Picanto
429403,Clutch Kit,Changan,928.2,Hyundai Elantra
126081,Fuel Pump,MG Motors,75.43,Toyota Prius
781849,Fuel Tank,Hino Pak,131.73,Nissan Sunny
507752,Battery,Changan,571.21,Toyota Corolla
389818,Brake Pad,Toyota,551.69,Toyota Land Cruiser
824672,Brake Pad,Suzuki,262.91,Kia Sorento
552272,Steering Wheel,Nissan,395.37,Nissan Sunny
855487,Fuel Pump,Changan,346.59,Hyundai Sonata
998157,AC Compressor,MG Motors,961.41,Toyota Prius
77463,Fuel Pump,Ghandhara Nissan,669.63,Toyota Hilux
117895,Brake Pad,Suzuki,454.7,Toyota Hilux
712365,Water Pump,Hino Pak,746.67,Toyota Prius
681680,Headlight,MG Motors,781.98,Hyundai Tucson
255304,Wheel Rim,Toyota,780.25,Toyota Vitz
529901,Radiator,Prince Motors,773.17,Hyundai Sonata
856707,Steering Wheel,Prince Motors,136.93,Toyota Vitz
570992,Steering Wheel,Hino Pak,651.65,Kia Sportage
400971,Fuel Injector,Toyota,616.47,Truck
963100,Ignition Coil,Toyota,193.03,Toyota Prius
203593,Tail Light,United Motors,258.7,Toyota Hilux
400446,Thermostat,Changan,929.95,Suzuki Bolan
591397,Alternator,United Motors,401.47,Nissan Sunny
184537,Exhaust Pipe,Changan,245.75,Suzuki Mehran
836313,Radiator,Prince Motors,359.74,Honda City
318194,Brake Pad,Proton,334.01,Suzuki Mehran
113132,Alternator,Prince Motors,395.84,Suzuki Wagon R
939277,Starter Motor,Nissan,96.27,Honda BR-V
22638,Clutch Kit,Toyota,670.61,Changan Alsvin
355634,Brake Pad,Toyota,702.08,Honda BR-V
282049,Headlight,Changan,416.18,Nissan Sunny
905909,Headlight,Toyota,632.29,Hyundai Elantra
33091,Tire,Suzuki,688.72,Toyota Vitz
628459,Clutch Kit,Toyota,450.45,Toyota Corolla
556414,Shocck Absorber,Ghandhara Nissan,214.7,Suzuki Alto
125173,Water Pump,Nissan,64.52,Suzuki Swift
453076,Wheel Rim,Hyundai,792.95,Toyota Hilux
547091,Fuel Pump,Ghandhara Nissan,37.31,Suzuki Bolan
634735,Fuel Injector,Prince Motors,173.88,Truck
696565,Radiator Fan,Proton,853.32,Honda Civic
528827,Tire,Changan,851.31,Hyundai Sonata
489918,AC Compressor,Changan,119.28,Toyota Hilux
413296,Headlight,Prince Motors,44.13,Toyota Yaris
77965,Wheel Rim,Nissan,228.63,Toyota Hilux
602919,Oil Filter,Honda,212.7,Honda City
270689,Shocck Absorber,United Motors,212.7,Hyundai Elantra
433808,Air Filter,Toyota,713.41,Suzuki Cultus
968644,Fuel Tank,United Motors,716.85,Toyota Land Cruiser
70036,Air Filter,Hino Pak,131.8,Kia Sorento
739192,Headlight,Nissan,55.73,Toyota Corolla
690669,Steering Wheel,Prince Motors,685.19,Hyundai Elantra
487773,Fuel Tank,Hyundai,257.9,Kia Sorento
15959,Clutch Kit,Prince Motors,160.76,Hyundai Tucson
856348,Battery,Suzuki,661.45,Honda City
568719,Oil Filter,MG Motors,726.04,Toyota Fortuner
350605,Headlight,Toyota,722.51,Suzuki Cultus
602034,Fuel Pump,Kia,890.65,Truck
988416,Wheel Rim,Toyota,655.37,Hyundai Elantra
51918,Oil Filter,Hyundai,121.84,Toyota Yaris
505451,AC Compressor,Suzuki,745.12,Honda BR-V
708394,Headlight,Nissan,242.42,Suzuki Bolan
40331,Alternator,Suzuki,102.56,Changan Alsvin
855556,Shocck Absorber,Kia,557.53,Suzuki Mehran
455328,AC Compressor,Suzuki,378.06,Toyota Prius
474253,Thermostat,Prince Motors,608.07,Suzuki Cultus
266926,Tire,Kia,277.05,Toyota Prius
104374,Fuel Injector,Nissan,770.94,Suzuki Swift
241369,Clutch Kit,Kia,41.93,Toyota Fortuner
621297,Radiator Fan,Kia,287.27,Changan Alsvin
142385,Radiator Fan,MG Motors,820.33,Toyota Corolla
352469,Fuel Injector,Prince Motors,849.89,Honda Civic
432394,AC Compressor,Kia,192.83,Hyundai Elantra
205395,Exhaust Pipe,Prince Motors,938.34,Suzuki Alto
763137,Fuel Pump,Hyundai,441.01,Toyota Land Cruiser
595688,Oil Filter,Changan,999.15,Toyota Land Cruiser
920759,Tire,Honda,601.55,Hyundai Elantra
646053,Oil Filter,Changan,272.74,Suzuki Cultus
582857,Steering Wheel,Prince Motors,546.15,Hyundai Tucson
655928,Spark Plug,Honda,941.25,Suzuki Mehran
247080,Shocck Absorber,Honda,267.58,Toyota Prius
717703,Alternator,United Motors,146.59,MG HS
77062,Spark Plug,Kia,860.89,Truck
619515,Tail Light,Nissan,424.07,Suzuki Swift
413167,Spark Plug,Hino Pak,631.3,Toyota Hilux
904806,Steering Wheel,Nissan,54.69,Suzuki Bolan
638058,Fuel Injector,Honda,343.86,Suzuki Wagon R
96749,Tire,Prince Motors,415.21,Suzuki Mehran
598615,Tire,Hino Pak,455.57,Suzuki Wagon R
688563,Oil Filter,Hyundai,583.82,Toyota Fortuner
318193,Oil Filter,Toyota,803.85,Suzuki Wagon R
266262,Wheel Rim,Hino Pak,163.98,Toyota Hilux
424466,Headlight,Proton,486.59,Kia Sorento
887179,Thermostat,Nissan,204.44,Toyota Corolla
89922,Radiator,Changan,844.12,MG HS
560786,Alternator,Toyota,428.88,Toyota Fortuner
693190,Radiator,Changan,98.16,Suzuki Alto
90544,Radiator Fan,MG Motors,734.63,Honda BR-V
801580,Clutch Kit,Honda,673.83,Kia Sorento
783962,Brake Pad,Proton,869.54,Hyundai Elantra
281682,Alternator,Toyota,941.31,MG HS
600726,Water Pump,Honda,563.12,Toyota Corolla
773895,Tail Light,Kia,128.96,Toyota Land Cruiser
875302,Radiator,Hyundai,202.38,Kia Picanto
46676,Fuel Tank,Hino Pak,966.56,Suzuki Alto
599907,Ignition Coil,Honda,853.53,Toyota Land Cruiser
315788,Exhaust Pipe,Changan,627.87,Suzuki Bolan
15854,Radiator Fan,Changan,902.3,Kia Sportage
558588,Thermostat,Prince Motors,679.34,Toyota Hilux
232068,Fuel Tank,Proton,421.77,Honda BR-V
544516,Clutch Kit,Changan,411.48,MG HS
894700,Thermostat,Suzuki,81.72,Suzuki Cultus
441858,Water Pump,Proton,842.93,Toyota Prius
892360,Tire,Hyundai,54.13,Suzuki Alto
693865,Wheel Rim,Suzuki,904.62,Truck
653308,Exhaust Pipe,Proton,483.52,Suzuki Cultus
846962,Alternator,Nissan,987.62,Suzuki Alto
509481,Air Filter,Honda,185.61,Suzuki Mehran
797328,Shocck Absorber,Kia,777.87,Hyundai Elantra
43095,Steering Wheel,Hino Pak,913.06,Honda City
729259,Starter Motor,Toyota,510.19,Nissan Sunny
302813,Radiator Fan,MG Motors,429.45,Suzuki Bolan
140965,Fuel Injector,Toyota,720.93,Toyota Vitz
80995,Ignition Coil,Kia,999.61,Toyota Prius
277779,Steering Wheel,Changan,971.65,Toyota Vitz
530369,Alternator,Honda,472.43,Suzuki Cultus
392450,Alternator,MG Motors,203.44,Honda Civic
148788,Clutch Kit,Toyota,775.5,Suzuki Bolan
150219,Headlight,Hino Pak,36.78,Toyota Fortuner
679013,Exhaust Pipe,Changan,56.39,Kia Sportage
52070,AC Compressor,MG Motors,464.99,Changan Alsvin
21763,Steering Wheel,Prince Motors,871.16,Toyota Hilux
951022,Water Pump,United Motors,973.88,Honda Civic
776743,AC Compressor,Toyota,24.22,Hyundai Elantra
933452,Thermostat,Prince Motors,189.44,Hyundai Tucson
522199,Water Pump,Suzuki,633.18,Nissan Sunny
712540,Spark Plug,Prince Motors,741.87,Honda BR-V
29682,Exhaust Pipe,Prince Motors,178.73,MG HS
473017,Radiator,Hino Pak,156.05,MG HS
964949,Clutch Kit,Toyota,259.91,Hyundai Tucson
860499,Tail Light,Suzuki,378.31,Suzuki Alto
242747,Wheel Rim,Kia,125.44,Suzuki Bolan
858453,Ignition Coil,United Motors,599.19,Changan Alsvin
970098,Fuel Tank,Proton,822.46,Honda City
851263,Spark Plug,MG Motors,461.43,Hyundai Tucson
197660,Headlight,Nissan,195.48,Honda BR-V
324047,Exhaust Pipe,Proton,120.16,Truck
167130,Brake Pad,Prince Motors,755.34,Toyota Hilux
578627,Exhaust Pipe,United Motors,428.35,Kia Sportage
500323,Wheel Rim,Nissan,924.28,Honda Civic
709202,Fuel Injector,Ghandhara Nissan,480.74,Toyota Hilux
110576,Alternator,Changan,807.01,Suzuki Mehran
31417,Shocck Absorber,Hino Pak,294.5,Hyundai Tucson
672719,Steering Wheel,Ghandhara Nissan,679.28,Toyota Land Cruiser
162364,Ignition Coil,Suzuki,206.85,Toyota Fortuner
578715,Radiator Fan,Kia,640.41,Honda BR-V
866501,Wheel Rim,Honda,648.97,Suzuki Alto
423599,Thermostat,Suzuki,136.08,Honda BR-V
170076,Battery,Changan,122.08,Kia Sorento
131091,Oil Filter,Prince Motors,405.2,Suzuki Swift
583806,Radiator,Proton,845.63,Toyota Corolla
346178,Oil Filter,Ghandhara Nissan,755.27,Suzuki Wagon R
248226,AC Compressor,Hino Pak,594.06,Kia Sorento
393129,Fuel Pump,Suzuki,558.03,Toyota Land Cruiser
820880,Ignition Coil,Hyundai,210.43,Honda City
52438,Fuel Injector,Ghandhara Nissan,826.06,Suzuki Alto
990146,Battery,Honda,876.17,Suzuki Wagon R
283719,Water Pump,Prince Motors,839.04,Toyota Vitz
720996,Water Pump,Changan,112.35,Kia Picanto
714117,Radiator,Proton,136.26,Toyota Vitz
407761,Headlight,MG Motors,183.21,Suzuki Wagon R
674106,Shocck Absorber,Hino Pak,471.71,Kia Picanto
711312,AC Compressor,Nissan,239.92,Toyota Fortuner
32533,Ignition Coil,Hyundai,750.78,Hyundai Elantra
109029,Air Filter,Honda,386.12,Toyota Vitz
248889,Radiator Fan,Hyundai,366.7,Toyota Hilux
55082,Tail Light,Kia,279.45,Suzuki Swift
182435,Wheel Rim,United Motors,896.04,Honda BR-V
382276,Clutch Kit,Nissan,128.03,Toyota Fortuner
119014,Air Filter,Hyundai,617.33,Nissan Sunny
476582,Headlight,Proton,213.95,Toyota Fortuner
690915,Oil Filter,Suzuki,640.66,Honda BR-V
554567,Radiator,Hino Pak,970.36,Toyota Vitz
521516,Clutch Kit,Toyota,274.38,Suzuki Mehran
790978,Clutch Kit,United Motors,734.88,Kia Picanto
248388,Steering Wheel,Proton,468.54,Honda Civic
312046,AC Compressor,Suzuki,991.11,Kia Picanto
746630,Ignition Coil,Hino Pak,816.07,Honda City
232517,Water Pump,Changan,529.83,Toyota Vitz
690830,Thermostat,Nissan,452.13,Toyota Hilux
118271,Air Filter,Nissan,750.73,Toyota Prius
533089,Water Pump,Ghandhara Nissan,971.33,Toyota Yaris
490940,AC Compressor,United Motors,748.89,Honda City
405163,Wheel Rim,Ghandhara Nissan,975.67,Nissan Sunny
840743,Thermostat,Proton,162.55,Suzuki Wagon R
17518,Wheel Rim,Honda,114.65,Kia Sorento
59897,Spark Plug,Changan,792.94,Toyota Fortuner
135015,Exhaust Pipe,Hyundai,302.27,Hyundai Sonata
48279,Starter Motor,Honda,115.97,Hyundai Tucson
728609,Wheel Rim,Hino Pak,111.79,Kia Sorento
951732,Tire,Honda,306.6,Toyota Yaris
674816,Alternator,Prince Motors,893.7,Toyota Vitz
805178,Exhaust Pipe,Proton,719.87,Hyundai Elantra
32721,Exhaust Pipe,Suzuki,782.11,Hyundai Elantra
519979,Wheel Rim,MG Motors,297.03,Suzuki Cultus
829204,Spark Plug,Prince Motors,373.95,Honda City
914387,Spark Plug,Prince Motors,275.44,Suzuki Swift
133154,Spark Plug,Changan,584.82,Honda Civic
939024,Radiator,Proton,693.96,Hyundai Sonata
615319,Oil Filter,Nissan,804.57,Toyota Hilux
339341,Shocck Absorber,Suzuki,279.0,Toyota Corolla
677023,Clutch Kit,Proton,338.76,Kia Sportage
640106,Tail Light,Hino Pak,538.61,Suzuki Swift
391342,Shocck Absorber,Hyundai,856.32,Hyundai Sonata
627985,Clutch Kit,Prince Motors,927.7,Changan Alsvin
251658,Steering Wheel,Prince Motors,297.22,MG HS
632221,Fuel Injector,United Motors,332.3,Suzuki Wagon R
988612,Thermostat,Kia,776.49,Kia Sorento
388564,Radiator Fan,Nissan,361.4,Toyota Prius
1040,Alternator,Suzuki,393.33,Nissan Sunny
772956,Exhaust Pipe,MG Motors,91.38,Toyota Hilux
580815,Fuel Tank,Nissan,565.35,Hyundai Sonata
205343,Brake Pad,Toyota,273.23,Toyota Land Cruiser
935611,Wheel Rim,MG Motors,678.63,Hyundai Tucson
266848,Tail Light,Changan,12.45,Toyota Vitz
858743,Oil Filter,MG Motors,832.56,Honda BR-V
473920,Ignition Coil,Changan,42.99,Hyundai Tucson
348095,Oil Filter,Ghandhara Nissan,214.7,Changan Alsvin
945035,Brake Pad,Prince Motors,514.72,Hyundai Sonata
129925,Fuel Tank,MG Motors,599.2,Honda Civic
463068,Headlight,Nissan,365.88,Toyota Land Cruiser
280819,Wheel Rim,MG Motors,153.7,Suzuki Mehran
218888,Tail Light,Prince Motors,41.78,MG HS
235250,Tire,United Motors,961.84,Toyota Land Cruiser
352791,AC Compressor,Kia,783.93,Suzuki Alto
664125,Wheel Rim,Hino Pak,852.8,Toyota Hilux
907962,AC Compressor,Suzuki,480.68,Toyota Corolla
139901,Radiator Fan,Nissan,845.82,MG HS
678993,Steering Wheel,Kia,814.53,Toyota Hilux
516326,Battery,Hino Pak,761.36,Honda City
278792,Oil Filter,Prince Motors,717.03,Changan Alsvin
899718,Tail Light,Nissan,928.63,Hyundai Sonata
575291,Tire,Changan,94.57,Hyundai Elantra
176986,Wheel Rim,Suzuki,571.32,Suzuki Swift
419952,Brake Pad,Nissan,942.08,Changan Alsvin
339620,Clutch Kit,Changan,654.97,Changan Alsvin
993169,Brake Pad,MG Motors,626.36,Toyota Corolla
504976,AC Compressor,Hyundai,925.74,MG HS
127713,Fuel Injector,Ghandhara Nissan,986.54,Toyota Yaris
395323,Water Pump,MG Motors,326.49,Changan Alsvin
395904,Shocck Absorber,Hyundai,855.25,Changan Alsvin
504199,Brake Pad,Ghandhara Nissan,15.58,Nissan Sunny
474291,Air Filter,Prince Motors,285.16,Suzuki Bolan
617857,AC Compressor,Suzuki,569.76,Kia Sportage
165063,AC Compressor,Hino Pak,734.03,Suzuki Wagon R
20421,Clutch Kit,Hino Pak,743.52,Kia Sportage
170313,Fuel Pump,Kia,266.93,Nissan Sunny
967982,Fuel Pump,Ghandhara Nissan,717.12,Honda City
614351,Fuel Pump,Nissan,915.62,Toyota Prius
500535,Tail Light,Kia,786.4,Hyundai Sonata
29659,Alternator,Kia,185.73,Suzuki Bolan
957251,Shocck Absorber,Ghandhara Nissan,161.49,Honda City
919804,Air Filter,Hino Pak,582.35,Honda BR-V
516795,Thermostat,Kia,570.07,Nissan Sunny
109657,Fuel Tank,United Motors,835.53,Hyundai Tucson
680247,Tire,Proton,426.0,Suzuki Cultus
926025,Oil Filter,Ghandhara Nissan,447.89,Toyota Fortuner
2968,Radiator Fan,Hino Pak,116.11,Nissan Sunny
914270,Ignition Coil,Toyota,222.72,Hyundai Tucson
344056,Brake Pad,Hino Pak,890.53,Hyundai Tucson
769875,Brake Pad,Proton,354.71,Hyundai Elantra
935383,Shocck Absorber,United Motors,909.83,Kia Sportage
874689,Clutch Kit,Prince Motors,709.82,Suzuki Bolan
890727,AC Compressor,Changan,909.67,Suzuki Wagon R
879955,Alternator,Hino Pak,188.98,Honda BR-V
532125,Water Pump,Suzuki,860.74,Nissan Sunny
894562,Fuel Pump,Honda,276.49,Changan Alsvin
984219,Fuel Injector,Toyota,285.12,Suzuki Bolan
849593,Radiator Fan,Honda,678.05,Suzuki Mehran
206812,Exhaust Pipe,MG Motors,540.33,Hyundai Elantra
671028,Alternator,Hyundai,695.72,Changan Alsvin
194772,Shocck Absorber,Toyota,28.41,Toyota Yaris
577800,Fuel Pump,United Motors,764.24,Toyota Yaris
983792,Exhaust Pipe,Prince Motors,278.56,Honda City
189450,Alternator,United Motors,270.63,Toyota Vitz
497303,Radiator Fan,Hino Pak,174.72,Suzuki Wagon R
789111,Shocck Absorber,Honda,661.89,Honda BR-V
55101,Air Filter,Hyundai,701.39,Toyota Corolla
839716,Fuel Pump,Toyota,123.16,Truck
283520,Tail Light,Ghandhara Nissan,407.95,Toyota Land Cruiser
992196,Radiator Fan,Hino Pak,723.56,Suzuki Swift
349166,Steering Wheel,Ghandhara Nissan,915.55,Toyota Corolla
